Year,Month,Count
2000,7,858
2000,7,859
2000,7,860
2000,7,861
2000,7,862
2000,7,863
2000,7,864
2000,7,865
2000,7,866
2000,7,867
2000,7,868
2000,7,869
2000,7,870
2000,7,871
2000,7,872
2000,7,873
2000,7,874
2000,7,875
2000,7,876
2000,7,955
2000,7,1051
2000,7,1052
2000,7,1094
2000,7,1095
2000,7,1096
2000,7,1116
2000,8,3
2000,8,4
2000,8,5
2000,8,26
2000,8,28
2000,8,41
2000,8,59
2000,8,60
2000,8,61
2000,8,62
2000,8,63
2000,8,111
2000,8,154
2000,8,361
2000,8,362
2000,8,363
2000,8,364
2000,8,365
2000,8,366
2000,8,367
2000,8,368
2000,8,369
2000,8,370
2000,8,371
2000,8,372
2000,8,373
2000,8,374
2000,8,414
2000,8,415
2000,8,497
2000,8,567
2000,8,568
2000,8,584
2000,8,826
2000,8,828
2000,8,829
2000,8,830
2000,8,833
2000,8,835
2000,8,838
2000,8,839
2000,8,842
2000,8,950
2000,8,951
2000,8,952
2000,8,1002
2000,8,1003
2000,8,1004
2000,8,1005
2000,8,1006
2000,8,1007
2000,8,1008
2000,8,1009
2000,8,1049
2000,8,1050
2000,8,1093
2000,8,1137
2000,8,1308
2000,9,25
2000,9,57
2000,9,110
2000,9,139
2000,9,147
2000,9,148
2000,9,149
2000,9,150
2000,9,151
2000,9,152
2000,9,153
2000,9,239
2000,9,240
2000,9,241
2000,9,353
2000,9,354
2000,9,355
2000,9,357
2000,9,358
2000,9,359
2000,9,360
2000,9,409
2000,9,410
2000,9,423
2000,9,424
2000,9,425
2000,9,426
2000,9,427
2000,9,428
2000,9,429
2000,9,430
2000,9,431
2000,9,432
2000,9,433
2000,9,448
2000,9,493
2000,9,494
2000,9,495
2000,9,496
2000,9,563
2000,9,564
2000,9,565
2000,9,566
2000,9,583
2000,9,587
2000,9,787
2000,9,788
2000,9,789
2000,9,790
2000,9,791
2000,9,792
2000,9,793
2000,9,794
2000,9,795
2000,9,796
2000,9,797
2000,9,798
2000,9,799
2000,9,800
2000,9,801
2000,9,802
2000,9,803
2000,9,804
2000,9,805
2000,9,806
2000,9,807
2000,9,809
2000,9,810
2000,9,811
2000,9,812
2000,9,813
2000,9,814
2000,9,815
2000,9,816
2000,9,818
2000,9,819
2000,9,820
2000,9,821
2000,9,822
2000,9,824
2000,9,949
2000,9,960
2000,9,979
2000,9,988
2000,9,1013
2000,9,1014
2000,9,1025
2000,9,1039
2000,9,1043
2000,9,1044
2000,9,1045
2000,9,1046
2000,9,1080
2000,9,1081
2000,9,1082
2000,9,1083
2000,9,1084
2000,9,1085
2000,9,1091
2000,9,1092
2000,9,1114
2000,9,1115
2000,9,1134
2000,9,1135
2000,10,1
2000,10,2
2000,10,18
2000,10,20
2000,10,21
2000,10,22
2000,10,23
2000,10,35
2000,10,46
2000,10,50
2000,10,51
2000,10,52
2000,10,53
2000,10,54
2000,10,109
2000,10,143
2000,10,144
2000,10,145
2000,10,146
2000,10,238
2000,10,344
2000,10,345
2000,10,346
2000,10,347
2000,10,348
2000,10,349
2000,10,350
2000,10,351
2000,10,352
2000,10,408
2000,10,488
2000,10,490
2000,10,491
2000,10,492
2000,10,561
2000,10,562
2000,10,580
2000,10,581
2000,10,582
2000,10,586
2000,10,770
2000,10,771
2000,10,772
2000,10,773
2000,10,774
2000,10,775
2000,10,776
2000,10,777
2000,10,778
2000,10,779
2000,10,780
2000,10,781
2000,10,782
2000,10,783
2000,10,784
2000,10,785
2000,10,786
2000,10,945
2000,10,946
2000,10,947
2000,10,948
2000,10,996
2000,10,997
2000,10,998
2000,10,999
2000,10,1000
2000,10,1001
2000,10,1028
2000,10,1042
2000,10,1078
2000,10,1079
2000,10,1089
2000,10,1090
2000,10,1127
2000,10,1165
2000,11,17
2000,11,27
2000,11,29
2000,11,89
2000,11,92
2000,11,100
2000,11,101
2000,11,103
2000,11,106
2000,11,137
2000,11,142
2000,11,209
2000,11,335
2000,11,338
2000,11,339
2000,11,341
2000,11,342
2000,11,343
2000,11,402
2000,11,403
2000,11,404
2000,11,405
2000,11,406
2000,11,407
2000,11,460
2000,11,476
2000,11,477
2000,11,478
2000,11,479
2000,11,480
2000,11,481
2000,11,482
2000,11,483
2000,11,484
2000,11,485
2000,11,486
2000,11,487
2000,11,575
2000,11,576
2000,11,577
2000,11,585
2000,11,742
2000,11,745
2000,11,746
2000,11,747
2000,11,748
2000,11,749
2000,11,750
2000,11,751
2000,11,752
2000,11,753
2000,11,754
2000,11,755
2000,11,756
2000,11,757
2000,11,758
2000,11,759
2000,11,760
2000,11,761
2000,11,762
2000,11,763
2000,11,764
2000,11,765
2000,11,766
2000,11,767
2000,11,768
2000,11,940
2000,11,941
2000,11,942
2000,11,943
2000,11,944
2000,11,993
2000,11,995
2000,11,1022
2000,11,1023
2000,11,1024
2000,11,1037
2000,11,1038
2000,11,1077
2000,11,1107
2000,11,1133
2000,11,1161
2000,11,1163
2000,12,16
2000,12,24
2000,12,56
2000,12,58
2000,12,97
2000,12,98
2000,12,99
2000,12,102
2000,12,104
2000,12,107
2000,12,138
2000,12,188
2000,12,189
2000,12,234
2000,12,235
2000,12,236
2000,12,330
2000,12,331
2000,12,332
2000,12,333
2000,12,334
2000,12,396
2000,12,397
2000,12,398
2000,12,399
2000,12,400
2000,12,401
2000,12,422
2000,12,469
2000,12,470
2000,12,471
2000,12,472
2000,12,473
2000,12,474
2000,12,560
2000,12,706
2000,12,707
2000,12,708
2000,12,709
2000,12,710
2000,12,711
2000,12,712
2000,12,713
2000,12,714
2000,12,716
2000,12,717
2000,12,718
2000,12,719
2000,12,720
2000,12,721
2000,12,722
2000,12,723
2000,12,724
2000,12,725
2000,12,726
2000,12,727
2000,12,728
2000,12,729
2000,12,730
2000,12,731
2000,12,732
2000,12,733
2000,12,734
2000,12,735
2000,12,736
2000,12,737
2000,12,738
2000,12,739
2000,12,740
2000,12,741
2000,12,938
2000,12,939
2000,12,976
2000,12,977
2000,12,1076
2000,12,1105
2000,12,1106
2000,12,1112
2000,12,1113
2000,12,1120
2000,12,1121
2000,12,1122
2000,12,1123
2000,12,1124
2000,12,1125
2000,12,1126
2000,12,1136
2000,12,1141
2000,12,1142
2000,12,1143
2000,12,1144
2000,12,1145
2000,12,1146
2000,12,1147
2000,12,1150
2000,12,1152
2000,12,1154
2000,12,1155
2000,12,1156
2000,12,1157
2000,12,1158
2000,12,1159
2000,12,1160
2000,12,1279
2001,1,13
2001,1,14
2001,1,15
2001,1,88
2001,1,90
2001,1,91
2001,1,94
2001,1,95
2001,1,96
2001,1,132
2001,1,133
2001,1,134
2001,1,135
2001,1,136
2001,1,185
2001,1,186
2001,1,187
2001,1,225
2001,1,226
2001,1,227
2001,1,228
2001,1,229
2001,1,230
2001,1,231
2001,1,232
2001,1,233
2001,1,394
2001,1,395
2001,1,413
2001,1,439
2001,1,461
2001,1,462
2001,1,463
2001,1,464
2001,1,465
2001,1,466
2001,1,542
2001,1,543
2001,1,544
2001,1,545
2001,1,546
2001,1,547
2001,1,548
2001,1,549
2001,1,550
2001,1,551
2001,1,553
2001,1,554
2001,1,555
2001,1,605
2001,1,606
2001,1,607
2001,1,608
2001,1,609
2001,1,610
2001,1,684
2001,1,685
2001,1,686
2001,1,687
2001,1,688
2001,1,689
2001,1,690
2001,1,691
2001,1,692
2001,1,693
2001,1,694
2001,1,696
2001,1,697
2001,1,698
2001,1,699
2001,1,700
2001,1,701
2001,1,702
2001,1,703
2001,1,704
2001,1,705
2001,1,936
2001,1,969
2001,1,970
2001,1,971
2001,1,972
2001,1,973
2001,1,974
2001,1,975
2001,1,992
2001,1,1017
2001,1,1020
2001,1,1110
2001,1,1111
2001,1,1117
2001,1,1118
2001,1,1119
2001,1,1138
2001,1,1139
2001,1,1140
2001,1,1263
2001,1,1264
2001,1,1265
2001,1,1266
2001,1,1267
2001,1,1268
2001,1,1269
2001,1,1270
2001,1,1271
2001,1,1272
2001,1,1273
2001,1,1274
2001,1,1275
2001,1,1276
2001,1,1277
2001,1,1278
2001,2,36
2001,2,37
2001,2,38
2001,2,86
2001,2,87
2001,2,130
2001,2,131
2001,2,182
2001,2,183
2001,2,222
2001,2,223
2001,2,224
2001,2,242
2001,2,243
2001,2,244
2001,2,245
2001,2,246
2001,2,247
2001,2,391
2001,2,392
2001,2,393
2001,2,434
2001,2,435
2001,2,436
2001,2,437
2001,2,438
2001,2,536
2001,2,537
2001,2,538
2001,2,539
2001,2,540
2001,2,541
2001,2,599
2001,2,600
2001,2,601
2001,2,602
2001,2,603
2001,2,604
2001,2,653
2001,2,654
2001,2,655
2001,2,656
2001,2,657
2001,2,658
2001,2,660
2001,2,661
2001,2,662
2001,2,663
2001,2,664
2001,2,665
2001,2,666
2001,2,667
2001,2,668
2001,2,669
2001,2,670
2001,2,671
2001,2,672
2001,2,673
2001,2,674
2001,2,675
2001,2,676
2001,2,677
2001,2,678
2001,2,679
2001,2,681
2001,2,682
2001,2,683
2001,2,931
2001,2,932
2001,2,933
2001,2,934
2001,2,962
2001,2,963
2001,2,964
2001,2,965
2001,2,966
2001,2,967
2001,2,968
2001,2,984
2001,2,985
2001,2,986
2001,2,987
2001,2,1109
2001,2,1132
2001,2,1227
2001,2,1228
2001,2,1229
2001,2,1230
2001,2,1231
2001,2,1232
2001,2,1233
2001,2,1235
2001,2,1236
2001,2,1237
2001,2,1238
2001,2,1240
2001,2,1241
2001,2,1242
2001,2,1243
2001,2,1244
2001,2,1245
2001,2,1246
2001,2,1247
2001,2,1248
2001,2,1249
2001,2,1250
2001,2,1251
2001,2,1252
2001,2,1253
2001,2,1254
2001,2,1255
2001,2,1256
2001,2,1257
2001,2,1258
2001,2,1259
2001,2,1260
2001,2,1261
2001,2,1283
2001,3,11
2001,3,12
2001,3,34
2001,3,45
2001,3,48
2001,3,84
2001,3,85
2001,3,180
2001,3,181
2001,3,184
2001,3,190
2001,3,192
2001,3,193
2001,3,194
2001,3,195
2001,3,196
2001,3,197
2001,3,216
2001,3,217
2001,3,218
2001,3,219
2001,3,220
2001,3,221
2001,3,386
2001,3,387
2001,3,418
2001,3,419
2001,3,420
2001,3,440
2001,3,441
2001,3,509
2001,3,510
2001,3,512
2001,3,514
2001,3,531
2001,3,532
2001,3,534
2001,3,535
2001,3,597
2001,3,598
2001,3,612
2001,3,613
2001,3,614
2001,3,615
2001,3,616
2001,3,617
2001,3,618
2001,3,619
2001,3,620
2001,3,621
2001,3,622
2001,3,623
2001,3,624
2001,3,625
2001,3,626
2001,3,627
2001,3,628
2001,3,629
2001,3,630
2001,3,631
2001,3,632
2001,3,635
2001,3,636
2001,3,637
2001,3,638
2001,3,639
2001,3,640
2001,3,641
2001,3,642
2001,3,643
2001,3,644
2001,3,645
2001,3,646
2001,3,647
2001,3,648
2001,3,649
2001,3,650
2001,3,651
2001,3,652
2001,3,928
2001,3,929
2001,3,930
2001,3,989
2001,3,990
2001,3,1018
2001,3,1019
2001,3,1021
2001,3,1047
2001,3,1048
2001,3,1099
2001,3,1100
2001,3,1101
2001,3,1102
2001,3,1103
2001,3,1128
2001,3,1129
2001,3,1130
2001,3,1131
2001,3,1184
2001,3,1185
2001,3,1186
2001,3,1187
2001,3,1188
2001,3,1189
2001,3,1190
2001,3,1191
2001,3,1193
2001,3,1194
2001,3,1195
2001,3,1196
2001,3,1199
2001,3,1200
2001,3,1202
2001,3,1203
2001,3,1204
2001,3,1205
2001,3,1206
2001,3,1207
2001,3,1208
2001,3,1209
2001,3,1210
2001,3,1211
2001,3,1212
2001,3,1213
2001,3,1215
2001,3,1216
2001,3,1218
2001,3,1219
2001,3,1220
2001,3,1221
2001,3,1222
2001,3,1223
2001,3,1224
2001,3,1225
2001,3,1226
2001,3,1280
2001,3,1281
2001,3,1282
2001,3,1284
2001,3,1285
2001,3,1291
2001,3,1292
2001,3,1293
2001,3,1294
2001,3,1296
2001,4,32
2001,4,33
2001,4,75
2001,4,76
2001,4,77
2001,4,78
2001,4,79
2001,4,80
2001,4,81
2001,4,82
2001,4,83
2001,4,158
2001,4,179
2001,4,191
2001,4,327
2001,4,328
2001,4,329
2001,4,336
2001,4,337
2001,4,340
2001,4,411
2001,4,412
2001,4,421
2001,4,444
2001,4,447
2001,4,455
2001,4,456
2001,4,457
2001,4,458
2001,4,459
2001,4,467
2001,4,468
2001,4,475
2001,4,489
2001,4,502
2001,4,507
2001,4,508
2001,4,556
2001,4,557
2001,4,558
2001,4,559
2001,4,590
2001,4,591
2001,4,592
2001,4,593
2001,4,594
2001,4,595
2001,4,596
2001,4,901
2001,4,903
2001,4,904
2001,4,905
2001,4,906
2001,4,907
2001,4,908
2001,4,909
2001,4,910
2001,4,911
2001,4,912
2001,4,913
2001,4,914
2001,4,915
2001,4,916
2001,4,917
2001,4,918
2001,4,919
2001,4,920
2001,4,921
2001,4,922
2001,4,923
2001,4,924
2001,4,925
2001,4,926
2001,4,927
2001,4,978
2001,4,980
2001,4,981
2001,4,982
2001,4,983
2001,4,1148
2001,4,1149
2001,4,1151
2001,4,1153
2001,4,1162
2001,4,1166
2001,4,1169
2001,4,1170
2001,4,1171
2001,4,1173
2001,4,1175
2001,4,1177
2001,4,1178
2001,4,1179
2001,4,1180
2001,4,1181
2001,4,1182
2001,4,1192
2001,4,1197
2001,4,1198
2001,4,1201
2001,4,1214
2001,4,1217
2001,4,1234
2001,4,1239
2001,4,1262
2001,4,1286
2001,4,1287
2001,4,1288
2001,4,1289
2001,4,1290
2001,4,1295
2001,4,1297
2001,4,1298
2001,4,1299
2001,4,1300
2001,4,1301
2001,4,1302
2001,4,1304
2001,5,10
2001,5,19
2001,5,31
2001,5,140
2001,5,141
2001,5,256
2001,5,356
2001,5,388
2001,5,389
2001,5,390
2001,5,442
2001,5,443
2001,5,446
2001,5,449
2001,5,450
2001,5,451
2001,5,452
2001,5,453
2001,5,454
2001,5,504
2001,5,533
2001,5,633
2001,5,659
2001,5,680
2001,5,715
2001,5,743
2001,5,744
2001,5,769
2001,5,808
2001,5,817
2001,5,823
2001,5,825
2001,5,827
2001,5,831
2001,5,832
2001,5,834
2001,5,836
2001,5,837
2001,5,840
2001,5,841
2001,5,848
2001,5,898
2001,5,900
2001,5,935
2001,5,937
2001,5,953
2001,5,954
2001,5,959
2001,5,961
2001,5,991
2001,5,994
2001,5,1011
2001,5,1012
2001,5,1015
2001,5,1016
2001,5,1040
2001,5,1041
2001,5,1108
2001,5,1164
2001,5,1167
2001,5,1168
2001,5,1172
2001,5,1174
2001,5,1176
2001,5,1183
2001,5,1303
2001,5,1307
2001,6,93
2001,6,105
2001,6,611
2001,6,634
2001,6,695
2001,6,902
