Year,Month,Count
2000,10,507
2000,10,637
2000,10,638
2000,10,641
2000,10,648
2000,10,649
2000,10,650
2000,10,651
2000,10,665
2000,10,666
2000,10,669
2000,10,670
2000,10,671
2000,10,672
2000,10,673
2000,10,674
2000,10,675
2000,10,676
2000,10,677
2000,10,678
2000,10,679
2000,10,830
2000,10,831
2000,10,832
2000,10,833
2000,10,834
2000,10,835
2000,10,836
2000,10,837
2000,10,838
2000,10,839
2000,10,840
2000,10,841
2000,10,842
2000,10,843
2000,10,844
2000,10,845
2000,10,847
2000,10,848
2000,10,850
2000,10,851
2000,10,852
2000,10,961
2000,10,998
2000,10,999
2000,10,1039
2000,10,1052
2000,10,1053
2000,10,1054
2000,10,1066
2000,10,1096
2000,10,1097
2000,10,1098
2000,10,1099
2000,10,1111
2000,10,1116
2000,10,1117
2000,10,1118
2000,10,1135
2000,10,1137
2000,10,1153
2000,10,1169
2000,10,1170
2000,10,1171
2000,10,1172
2000,10,1174
2000,10,1175
2000,10,1176
2000,10,1177
2000,10,1228
2000,10,1229
2000,11,22
2000,11,27
2000,11,73
2000,11,75
2000,11,114
2000,11,132
2000,11,139
2000,11,154
2000,11,157
2000,11,162
2000,11,165
2000,11,169
2000,11,170
2000,11,172
2000,11,191
2000,11,192
2000,11,209
2000,11,220
2000,11,238
2000,11,239
2000,11,240
2000,11,247
2000,11,251
2000,11,254
2000,11,263
2000,11,264
2000,11,265
2000,11,349
2000,11,371
2000,11,372
2000,11,373
2000,11,374
2000,11,375
2000,11,376
2000,11,378
2000,11,390
2000,11,392
2000,11,408
2000,11,409
2000,11,446
2000,11,447
2000,11,458
2000,11,459
2000,11,460
2000,11,461
2000,11,462
2000,11,484
2000,11,485
2000,11,486
2000,11,488
2000,11,489
2000,11,490
2000,11,491
2000,11,492
2000,11,493
2000,11,494
2000,11,495
2000,11,496
2000,11,497
2000,11,498
2000,11,636
2000,11,640
2000,11,658
2000,11,659
2000,11,660
2000,11,661
2000,11,664
2000,11,693
2000,11,695
2000,11,696
2000,11,818
2000,11,819
2000,11,820
2000,11,821
2000,11,822
2000,11,823
2000,11,824
2000,11,825
2000,11,826
2000,11,827
2000,11,828
2000,11,829
2000,11,958
2000,11,959
2000,11,960
2000,11,983
2000,11,984
2000,11,986
2000,11,987
2000,11,988
2000,11,993
2000,11,994
2000,11,995
2000,11,996
2000,11,997
2000,11,1022
2000,11,1023
2000,11,1038
2000,11,1061
2000,11,1062
2000,11,1065
2000,11,1071
2000,11,1093
2000,11,1094
2000,11,1095
2000,11,1114
2000,11,1115
2000,11,1130
2000,11,1155
2000,11,1165
2000,11,1166
2000,11,1167
2000,11,1168
2000,11,1227
2000,12,11
2000,12,69
2000,12,113
2000,12,115
2000,12,116
2000,12,117
2000,12,118
2000,12,119
2000,12,120
2000,12,121
2000,12,122
2000,12,123
2000,12,128
2000,12,186
2000,12,190
2000,12,194
2000,12,197
2000,12,198
2000,12,200
2000,12,215
2000,12,218
2000,12,219
2000,12,221
2000,12,255
2000,12,256
2000,12,257
2000,12,258
2000,12,259
2000,12,260
2000,12,312
2000,12,313
2000,12,348
2000,12,370
2000,12,405
2000,12,406
2000,12,407
2000,12,429
2000,12,430
2000,12,432
2000,12,433
2000,12,434
2000,12,454
2000,12,468
2000,12,469
2000,12,470
2000,12,471
2000,12,472
2000,12,473
2000,12,474
2000,12,475
2000,12,476
2000,12,477
2000,12,478
2000,12,479
2000,12,480
2000,12,481
2000,12,482
2000,12,483
2000,12,652
2000,12,654
2000,12,683
2000,12,684
2000,12,685
2000,12,686
2000,12,785
2000,12,786
2000,12,787
2000,12,788
2000,12,789
2000,12,790
2000,12,791
2000,12,792
2000,12,794
2000,12,795
2000,12,796
2000,12,797
2000,12,798
2000,12,799
2000,12,800
2000,12,801
2000,12,803
2000,12,804
2000,12,805
2000,12,806
2000,12,807
2000,12,808
2000,12,809
2000,12,810
2000,12,811
2000,12,812
2000,12,813
2000,12,814
2000,12,815
2000,12,816
2000,12,817
2000,12,953
2000,12,954
2000,12,955
2000,12,956
2000,12,957
2000,12,979
2000,12,980
2000,12,981
2000,12,982
2000,12,1036
2000,12,1037
2000,12,1067
2000,12,1075
2000,12,1131
2000,12,1139
2000,12,1140
2000,12,1147
2000,12,1148
2000,12,1149
2000,12,1159
2000,12,1160
2000,12,1161
2000,12,1162
2000,12,1163
2000,12,1164
2001,1,9
2001,1,10
2001,1,42
2001,1,43
2001,1,71
2001,1,72
2001,1,74
2001,1,105
2001,1,106
2001,1,107
2001,1,108
2001,1,109
2001,1,110
2001,1,111
2001,1,112
2001,1,173
2001,1,174
2001,1,175
2001,1,176
2001,1,177
2001,1,185
2001,1,187
2001,1,188
2001,1,189
2001,1,252
2001,1,253
2001,1,277
2001,1,278
2001,1,279
2001,1,311
2001,1,333
2001,1,334
2001,1,335
2001,1,336
2001,1,369
2001,1,387
2001,1,388
2001,1,389
2001,1,423
2001,1,424
2001,1,425
2001,1,426
2001,1,427
2001,1,428
2001,1,437
2001,1,463
2001,1,464
2001,1,465
2001,1,466
2001,1,467
2001,1,628
2001,1,629
2001,1,630
2001,1,631
2001,1,632
2001,1,634
2001,1,635
2001,1,667
2001,1,668
2001,1,700
2001,1,701
2001,1,702
2001,1,703
2001,1,704
2001,1,770
2001,1,771
2001,1,772
2001,1,773
2001,1,774
2001,1,775
2001,1,776
2001,1,777
2001,1,778
2001,1,779
2001,1,780
2001,1,781
2001,1,782
2001,1,783
2001,1,784
2001,1,949
2001,1,950
2001,1,951
2001,1,992
2001,1,1019
2001,1,1020
2001,1,1021
2001,1,1030
2001,1,1031
2001,1,1032
2001,1,1033
2001,1,1034
2001,1,1035
2001,1,1154
2001,1,1196
2001,2,36
2001,2,37
2001,2,38
2001,2,39
2001,2,40
2001,2,41
2001,2,67
2001,2,68
2001,2,70
2001,2,171
2001,2,193
2001,2,195
2001,2,196
2001,2,217
2001,2,248
2001,2,249
2001,2,250
2001,2,307
2001,2,308
2001,2,309
2001,2,310
2001,2,325
2001,2,326
2001,2,327
2001,2,328
2001,2,329
2001,2,330
2001,2,331
2001,2,332
2001,2,337
2001,2,366
2001,2,367
2001,2,368
2001,2,416
2001,2,417
2001,2,418
2001,2,419
2001,2,420
2001,2,421
2001,2,422
2001,2,614
2001,2,615
2001,2,616
2001,2,617
2001,2,618
2001,2,619
2001,2,620
2001,2,621
2001,2,622
2001,2,623
2001,2,624
2001,2,698
2001,2,699
2001,2,756
2001,2,757
2001,2,758
2001,2,760
2001,2,761
2001,2,762
2001,2,763
2001,2,764
2001,2,765
2001,2,766
2001,2,768
2001,2,769
2001,2,977
2001,2,978
2001,2,1011
2001,2,1012
2001,2,1013
2001,2,1014
2001,2,1015
2001,2,1016
2001,2,1017
2001,2,1018
2001,2,1029
2001,2,1138
2001,2,1151
2001,2,1152
2001,2,1194
2001,2,1195
2001,2,1197
2001,2,1224
2001,2,1225
2001,2,1226
2001,3,31
2001,3,32
2001,3,33
2001,3,34
2001,3,35
2001,3,62
2001,3,63
2001,3,64
2001,3,65
2001,3,66
2001,3,167
2001,3,168
2001,3,182
2001,3,282
2001,3,283
2001,3,284
2001,3,285
2001,3,303
2001,3,304
2001,3,305
2001,3,306
2001,3,363
2001,3,364
2001,3,365
2001,3,400
2001,3,401
2001,3,403
2001,3,580
2001,3,582
2001,3,584
2001,3,593
2001,3,603
2001,3,604
2001,3,605
2001,3,606
2001,3,607
2001,3,608
2001,3,609
2001,3,610
2001,3,611
2001,3,639
2001,3,692
2001,3,694
2001,3,697
2001,3,711
2001,3,712
2001,3,713
2001,3,714
2001,3,715
2001,3,716
2001,3,717
2001,3,718
2001,3,719
2001,3,720
2001,3,721
2001,3,722
2001,3,723
2001,3,724
2001,3,725
2001,3,726
2001,3,727
2001,3,728
2001,3,729
2001,3,730
2001,3,731
2001,3,732
2001,3,733
2001,3,734
2001,3,735
2001,3,736
2001,3,737
2001,3,738
2001,3,739
2001,3,740
2001,3,741
2001,3,742
2001,3,743
2001,3,744
2001,3,745
2001,3,746
2001,3,747
2001,3,748
2001,3,749
2001,3,750
2001,3,751
2001,3,752
2001,3,753
2001,3,754
2001,3,755
2001,3,946
2001,3,947
2001,3,990
2001,3,991
2001,3,1008
2001,3,1009
2001,3,1010
2001,3,1124
2001,3,1125
2001,3,1126
2001,3,1150
2001,3,1182
2001,3,1183
2001,3,1184
2001,3,1185
2001,3,1186
2001,3,1187
2001,3,1188
2001,3,1189
2001,3,1190
2001,3,1191
2001,3,1192
2001,3,1193
2001,3,1206
2001,4,4
2001,4,6
2001,4,7
2001,4,8
2001,4,23
2001,4,24
2001,4,25
2001,4,26
2001,4,28
2001,4,29
2001,4,30
2001,4,164
2001,4,166
2001,4,181
2001,4,183
2001,4,184
2001,4,271
2001,4,276
2001,4,280
2001,4,281
2001,4,301
2001,4,302
2001,4,377
2001,4,391
2001,4,399
2001,4,404
2001,4,431
2001,4,435
2001,4,436
2001,4,455
2001,4,456
2001,4,457
2001,4,487
2001,4,508
2001,4,510
2001,4,524
2001,4,547
2001,4,548
2001,4,633
2001,4,645
2001,4,646
2001,4,647
2001,4,662
2001,4,663
2001,4,689
2001,4,690
2001,4,691
2001,4,705
2001,4,706
2001,4,707
2001,4,708
2001,4,709
2001,4,710
2001,4,916
2001,4,917
2001,4,918
2001,4,919
2001,4,920
2001,4,921
2001,4,922
2001,4,923
2001,4,924
2001,4,925
2001,4,926
2001,4,927
2001,4,928
2001,4,929
2001,4,932
2001,4,934
2001,4,935
2001,4,936
2001,4,937
2001,4,938
2001,4,939
2001,4,940
2001,4,941
2001,4,942
2001,4,943
2001,4,944
2001,4,945
2001,4,1007
2001,4,1077
2001,4,1078
2001,4,1079
2001,4,1080
2001,4,1081
2001,4,1082
2001,4,1119
2001,4,1120
2001,4,1123
2001,4,1132
2001,4,1133
2001,4,1134
2001,4,1136
2001,4,1198
2001,4,1199
2001,4,1201
2001,4,1202
2001,4,1203
2001,4,1204
2001,4,1205
2001,4,1207
2001,4,1212
2001,4,1222
2001,5,262
2001,5,350
2001,5,351
2001,5,402
2001,5,448
2001,5,449
2001,5,450
2001,5,451
2001,5,452
2001,5,453
2001,5,612
2001,5,613
2001,5,625
2001,5,626
2001,5,627
2001,5,642
2001,5,643
2001,5,644
2001,5,759
2001,5,767
2001,5,793
2001,5,802
2001,5,846
2001,5,853
2001,5,856
2001,5,857
2001,5,910
2001,5,911
2001,5,915
2001,5,969
2001,5,972
2001,5,1024
2001,5,1025
2001,5,1026
2001,5,1027
2001,5,1028
2001,5,1073
2001,5,1074
2001,5,1173
2001,5,1178
2001,5,1179
2001,5,1180
2001,5,1181
2001,5,1200
2001,5,1208
2001,5,1209
2001,5,1210
2001,5,1211
2001,6,178
2001,6,179
2001,6,180
2001,6,849
2001,6,930
2001,6,931
2001,6,933
2001,6,948
2001,6,952
2001,6,1072
2001,6,1213
2001,6,1214
2001,6,1215
2001,6,1218
2001,6,1220
2001,6,1223
2001,11,199
2001,11,201
